verse_key,eng
JUD.1.2,"May you have more and more mercy, peace, and love."
JUD.1.20,"But you, dear friends: build each other up on the foundation of your most holy faith, pray in the Holy Spirit."
JUD.1.21,"keep each other in the love of God, wait for the mercy of our Lord Jesus Christ, who will give you eternal life."
JUD.1.22,Have mercy on those who doubt.
JUD.1.23,"Save some by snatching them from the fire. Fearing God, have mercy on some, hating even the clothing contaminated by their sinful urges."
JUD.1.24,"To the one who is able to protect you from falling, and to present you blameless and rejoicing before his glorious presence."
JUD.1.25,"to the only God our savior, through Jesus Christ our Lord, belong glory, majesty, power, and authority, before all time, now and forever. Amen."
JUD.1.3,"Dear friends, I wanted very much to write to you concerning the salvation we share. Instead, I must write to urge you to fight for the faith delivered once and for all to Gods holy people."
JUD.1.4,"Godless people have slipped in among you. They turn the grace of our God into unrestrained immorality and deny our only master and Lord, Jesus Christ. Judgment was passed against them a long time ago."
JUD.1.5,"I want to remind you of something you already know very well. The Lord, who once saved a people out of Egypt, later destroyed those who didnt maintain their faith."
JUD.1.6,I remind you too of the angels who didnt keep their position of authority but deserted their own home. The Lord has kept them in eternal chains in the underworld until the judgment of the great day.
JUD.1.7,"In the same way, Sodom and Gomorrah and neighboring towns practiced immoral sexual relations and pursued other sexual urges. By undergoing the punishment of eternal fire, they serve as a warning."
JUD.1.8,"Yet, even knowing this, these dreamers in the same way pollute themselves, reject authority, and slander the angels."
JUD.1.9,"The archangel Michael, when he argued with the devil about Moses body, did not dare charge him with slander. Instead, he said, The Lord rebuke you."
LAM.1.1,"Oh, no! She sits alone, the city that was once full of people. Once great among nations, she has become like a widow. Once a queen over provinces, she has become a slave."
LAM.1.10,"The enemy grabbed all her treasures. She watched nations enter her sanctuary— nations that you, God, commanded: They must not enter your assembly."
LAM.1.11,"All her people are groaning, seeking bread. They give up their most precious things for food to survive. LORD, look and take notice: I am most certainly despised."
LAM.1.12,"Is this nothing to all you who pass by? Look around: Is there any suffering like the suffering inflicted on me, the grief that the LORD caused on the day of his fierce anger?."
LAM.1.13,"From above he sent fire into my bones; he trampled them. He spread a net for my feet; he forced me backward. He left me devastated, constantly sick."
LAM.1.14,My steps are being watched; by his hand they are tripped up. His yoke is on my neck; he makes my strength fail. My Lord has handed me over to people I cant resist.
LAM.1.15,My Lord has despised my mighty warriors. He called a feast for me—in order to crush my young men! My Lord has stomped on the winepress of the young woman Daughter Judah.
LAM.1.16,"Because of all these things Im crying. My eyes, my own eyes pour water because a comforter who might encourage me is nowhere near. My children are destroyed because the enemy was so strong."
LAM.1.17,Zion spreads out her hands; she has no comforter. The LORD commanded Jacobs enemies to surround him. Jerusalem is just a piece of garbage to them.
LAM.1.18,"The LORD is right, because I disobeyed his word. Listen, all you people; look at my suffering. My young women and young men have gone away as prisoners."
LAM.1.19,"I called to my lovers, but they deceived me. My priests and my elders have perished in the city; they were looking for food to survive."
LAM.1.2,"She weeps bitterly in the night, her tears on her cheek. None of her lovers comfort her. All her friends lied to her; they have become her enemies."
LAM.1.20,"Pay attention, LORD, for I am in trouble. My stomach is churning; my heart is pounding inside me because I am so bitter. In the streets the sword kills; in the house it is like death."
LAM.1.22,"Let all their evil come before you. Then injure them like youve injured me because of all my wrong acts; my groans are many, my heart is sick."
LAM.1.3,Judah was exiled after suffering and hard service. She lives among the nations; she finds no rest. All who were chasing her caught her— right in the middle of her distress.
LAM.1.4,"Zions roads are in mourning; no one comes to the festivals. All her gates are deserted. Her priests are groaning, her young women grieving. She is bitter."
LAM.1.5,"Her adversaries have become rulers; her enemies relax. Certainly the LORD caused her grief because of her many wrong acts. Her children have gone away, captive before the enemy."
LAM.1.6,"Daughter Zion lost all her glory. Her officials are like deer that cant find pasture. They have gone away, frail, before the hunter."
LAM.1.7,"While suffering and homeless, Jerusalem remembers all her treasures from days long past. When her people fell by the enemys hand, there was no one to help her. Enemies saw her, laughed at her defeat."
LAM.1.8,"Jerusalem has sinned greatly; therefore, shes become a joke. All who honored her now detest her, for theyve seen her naked. Even she groans and turns away."
LAM.1.9,"Her uncleanness shows on her clothing; she didnt consider what would happen to her. Shes gone down shockingly; she has no comforter. LORD, look at my suffering—the enemy has definitely triumphed."
LAM.2.1,"Oh, no! In anger, my Lord put Daughter Zion under a cloud; he threw Israels glory from heaven down to earth. On that day of wrath, he didnt consider his own footstool."
LAM.2.10,Daughter Zions elders sit on the ground and mourn. They throw dust on their heads; they put on mourning clothes. Jerusalems young women bow their heads all the way to the ground.
LAM.2.11,"My eyes are worn out from weeping; my stomach is churning. My insides are poured on the ground because the daughter of my people is shattered, because children and babies are fainting in the city streets."
LAM.2.12,"They say to their mothers, Where are grain and wine? while fainting like the wounded in the city streets, while their lives are draining away at their own mothers breasts."
LAM.2.13,"What can I testify about you, Daughter Jerusalem? To what could I compare you? With what could I equate you? How can I comfort you, young woman Daughter Zion? Your hurt is as vast as the sea. Who can heal you?."
LAM.2.14,"Your prophets gave you worthless and empty visions. They didnt reveal your sin so as to prevent your captivity. Instead, they showed you worthless and incorrect prophecies."
LAM.2.15,"All who pass by on the road clap their hands about you; they whistle, shaking their heads at Daughter Jerusalem: Could this be the city called Perfect Beauty, the Joy of All the Earth."
LAM.2.16,"All your enemies open wide their mouths against you; they whistle, grinding their teeth. They say, We have devoured! This is definitely the day weve been waiting for. Weve seen it come to pass."
LAM.2.17,"The LORD did what he had planned. He accomplished the word that he had commanded long ago. He ripped down, showing no compassion. He made the enemy rejoice over you; he raised up your adversaries horn."
LAM.2.18,"Cry out to my Lord from the heart, you wall of Daughter Zion; make your tears run down like a flood all day and night. Dont relax at all; dont rest your eyes a moment."
LAM.2.19,"Get up and cry out at nighttime, at the start of the night shift; pour out your heart before my Lord like water. Lift your hands up to him for the life of your children— the ones who are fainting from hunger on every street corner."
LAM.2.2,"Showing no compassion, my Lord devoured each of Jacobs meadows; in his wrath he tore down the walled cities of Daughter Judah. The kingdom and its officials, he forced to the ground, shamed."
LAM.2.20,"LORD, look and see to whom you have done this! Should women eat their own offspring, their own beautiful babies? Should priest and prophet be killed in my Lords own sanctuary?."
LAM.2.21,"Young and old alike lie on the ground in the streets; my young women and young men fall dead by the sword. On the day of your anger, you killed; you slaughtered, showing no compassion."
LAM.2.22,"You invited—as if to a festival!—terrors from every side. On the day of the LORDs anger, no one escaped, not one survived. The children that I nurtured, that I raised myself, my enemy finished them off."
LAM.2.3,"In his burning rage, he cut off each of Israels horns; right in front of the enemy, he withdrew his strong hand; he burned against Jacob like a flaming fire that ate up everything nearby."
LAM.2.4,He bent his bow as an enemy would; his strong hand was poised like an adversary. He killed every precious thing in sight; he poured out his wrath like fire on Daughter Zions tent.
LAM.2.5,My Lord has become like an enemy. He devoured Israel; he devoured all her palaces; he made ruins of her city walls. In Daughter Judah he multiplied mourning along with more mourning!.
LAM.2.6,"He wrecked his own booth like a garden; he destroyed his place for festivals. The LORD made Zion forget both festival and sabbath; in his fierce rage, he scorned both monarch and priest."
LAM.2.7,"My Lord rejected his altar, he abandoned his sanctuary; he handed Zions palace walls over to enemies. They shouted in the LORDs own house as if it were a festival day."
LAM.2.8,"The LORD planned to destroy Daughter Zions wall. He stretched out a measuring line, didnt stop himself from devouring. He made barricades and walls wither—together they wasted away."
LAM.2.9,Zions gates sank into the ground; he broke and shattered her bars; her king and her officials are now among the nations. There is no Instruction! Even her prophets couldnt find a vision from the LORD.
LAM.3.1,I am someone who saw the suffering caused by Gods angry rod.
LAM.3.10,"He is a bear lurking for me, a lion in hiding."
LAM.3.11,He took me from my path and tore me apart; he made me desolate.
LAM.3.12,"He drew back his bow, made me a shooting target for arrows."
LAM.3.13,He shot the arrows of his quiver into my inside parts.
LAM.3.14,"I have become a joke to all my people, the object of their song of ridicule all day long."
LAM.3.15,"He saturated me with grief, made me choke on bitterness."
LAM.3.16,He crushed my teeth into the gravel; he pressed me down into the ashes.
LAM.3.17,Ive rejected peace; Ive forgotten what is good.
LAM.3.18,"I thought: My future is gone, as well as my hope from the LORD."
LAM.3.19,The memory of my suffering and homelessness is bitterness and poison.
LAM.3.2,"He drove me away, forced me to walk in darkness, not light."
LAM.3.20,I cant help but remember and am depressed.
LAM.3.21,"I call all this to mind—therefore, I will wait."
LAM.3.22,Certainly the faithful love of the LORD hasnt ended; certainly Gods compassion isnt through!.
LAM.3.23,They are renewed every morning. Great is your faithfulness.
LAM.3.24,"I think: The LORD is my portion! Therefore, Ill wait for him."
LAM.3.25,"The LORD is good to those who hope in him, to the person who seeks him."
LAM.3.26,Its good to wait in silence for the LORDs deliverance.
LAM.3.27,Its good for a man to carry a yoke in his youth.
LAM.3.28,He should sit alone and be silent when God lays it on him.
LAM.3.29,He should put his mouth in the dirt—perhaps there is hope.
LAM.3.3,"He turned his hand even against me, over and over again, all day long."
LAM.3.30,He should offer his cheek for a blow; he should be filled with shame.
LAM.3.31,My Lord definitely wont reject forever.
LAM.3.32,"Although he has caused grief, he will show compassion in measure with his covenant loyalty."
LAM.3.33,"He definitely doesnt enjoy affliction, making humans suffer."
LAM.3.34,Now crushing underfoot all the earths prisoners.
LAM.3.35,denying someone justice before the Most High.
LAM.3.36,subverting a persons lawsuit—doesnt my Lord see all this?.
LAM.3.37,Who ever spoke and it happened if my Lord hadnt commanded the same?.
LAM.3.38,"From the mouth of the Most High evil things dont come, but rather good!."
LAM.3.39,Why then does any living person complain; why should anyone complain about their sins?.
LAM.3.4,He wore out my flesh and my skin; he broke my bones.
LAM.3.40,We must search and examine our ways; we must return to the LORD.
LAM.3.41,We should lift up our hearts and hands to God in heaven.
LAM.3.42,"We are the ones who did wrong; we rebelled. But you, God, have not forgiven."
LAM.3.43,"You wrapped yourself up in wrath and hunted us; you killed, showing no compassion."
LAM.3.44,You wrapped yourself up in a cloud; prayers cant make it through!.
LAM.3.45,You made us trash and garbage in front of all other people.
LAM.3.46,All our enemies have opened their mouths against us.
LAM.3.47,"Terror and trap have come upon us, catastrophe and collapse!."
LAM.3.48,Streams of water pour from my eyes because of the destruction of the daughter of my people.
LAM.3.49,My eyes flow and dont stop. There is no relief.
LAM.3.5,"He besieged me, surrounding me with bitterness and weariness."
LAM.3.50,until the LORD looks down from the heavens and notices.
LAM.3.51,My eyes hurt me because of whats happened to my citys daughters.
LAM.3.52,"My enemies hunted me down like a bird, relentlessly, for no reason."
LAM.3.53,They caught me alive in a pit and threw stones at me.
LAM.3.54,water flowed over my head. I thought: Im finished.
LAM.3.55,"I call on your name, LORD, from the depths of the pit."
LAM.3.56,"Hear my voice. Dont close your ear to my need for relief, to my cry for help."
LAM.3.57,"Come near to me on the day I call to you. Say to me, Dont be afraid."
LAM.3.58,My Lord! Plead my desperate case; redeem my life.
LAM.3.59,"LORD, look at my mistreatment; judge my cause."
LAM.3.6,He made me live in dark places like those whove been dead a long time.
LAM.3.60,"Look at all of my enemies vengeance, all of their scheming against me."
LAM.3.61,"Hear their jeering, LORD, all of their scheming against me."
LAM.3.62,"the speech of those who rise up against me, their incessant gossiping about me."
LAM.3.63,"Whether sitting or standing, look at how I am the object of their song of ridicule."
LAM.3.64,"Pay them back fully, LORD, according to what they have done."
LAM.3.65,Give them a tortured mind—put your curse on them!.
LAM.3.66,Angrily hunt them down; wipe them out from under the LORDs heaven.
LAM.3.7,He walled me in so I couldnt escape; he made my chains heavy.
LAM.3.8,"Even though I call out and cry for help, he silences my prayer."
LAM.3.9,He walled in my paths with stonework; he made my routes crooked.
LAM.4.1,"Oh, no! Gold is tarnished; even the purest gold is changed. Sacred jewels are scattered on every street corner."
LAM.4.10,The hands of loving women boiled their own children to become their food during the destruction of the daughter of my people.
LAM.4.11,The LORD let loose his fury; he poured out his fierce anger. He started a fire in Zion; it licked up its foundations.
LAM.4.12,The earths rulers didnt believe it—neither did any who inhabit the world— that either enemy or adversary could enter Jerusalems gates.
LAM.4.13,"It was because of her prophets sins, her priests iniquities, those who shed righteous blood in the middle of the city."
LAM.4.14,"People wandered blindly in the streets, polluted with blood. No one would even touch their clothing."
LAM.4.15,"Go away! Unclean! was shouted at them, Go away! Away! Dont touch! So they fled and wandered around. The nations said, They cant stay here anymore."
LAM.4.16,It was the LORDs presence that scattered them; he no longer notices them. They didnt honor the priests presence; they didnt favor the elders.
LAM.4.17,"Our eyes continually failed, looking for some help, but for nothing. From our watchtower we watched for a nation that doesnt save."
LAM.4.18,Our steps were tracked; we could no longer walk in our streets. Our end had drawn near; our days were done—our end had definitely come.
LAM.4.19,Our hunters were faster than airborne eagles. They chased us up the mountains; they ambushed us in the wilderness.
LAM.4.2,"Zions precious children, once valued as pure gold— oh no!—now they are worth no more than clay pots made by a potter."
LAM.4.20,"The LORDs chosen one, the very breath in our lungs, was caught in their traps— the one we used to talk about, saying, Under his protection we will live among the nations."
LAM.4.21,"Rejoice and be happy, Daughter Edom, you who live in the land of Uz. But this cup will pass over to you too. You will get drunk on it. You will be stripped naked."
LAM.4.22,"Your punishment is over, Daughter Zion; God wont expose you anymore. But he will attend to your punishment, Daughter Edom; he will expose your sins."
LAM.4.3,"Even jackals offer the breast; they nurse their young. But the daughter of my people has become cruel, like desert ostriches."
LAM.4.4,"The babys tongue sticks to the roof of its mouth, thirsty. Children ask for bread, beg for it—but there is no bread."
LAM.4.5,Those who once ate gourmet food now tremble in the streets. Those who wore the finest purple clothes now cling to piles of garbage.
LAM.4.6,"Greater was the punishment of the daughter of my people than Sodoms penalty, which was quickly overthrown without any hand-wringing."
LAM.4.7,Her nazirites were purer than snow; they were more dazzling than milk. Their limbs were redder than coral; their bodies were sapphire.
LAM.4.8,But their appearance grew darker than soot; they werent recognized in the streets. Their skin shriveled on their bones; it became dry like wood.
LAM.4.9,"Things were better for those stabbed by the sword than for those stabbed by famine— those who bled away, pierced, lacking food from the field."
LAM.5.1,"LORD, consider what has become of us; take notice of our disgrace. Look at it!."
LAM.5.10,Our skin is as hot as an oven because of the burning heat of famine.
LAM.5.11,"Women have been raped in Zion, young women in Judahs cities."
LAM.5.12,Officials have been hung up by their hands; elders have been shown no respect.
LAM.5.13,Young men have carried grinding stones; boys have stumbled under loads of wood.
LAM.5.14,Elders have left the city gate; young people stop their music.
LAM.5.15,Joy has left our heart; our dancing has changed into lamentation.
LAM.5.16,The crown has fallen off our head. We are doomed because we have sinned.
LAM.5.17,Because of all this our heart is sick; because of these things our glance is dark.
LAM.5.18,"Mount Zion, now deserted— only jackals walk on it now!."
LAM.5.19,"But you, LORD, will rule forever; your throne lasts from one generation to the next."
LAM.5.2,Our property has been turned over to strangers; our houses belong to foreigners.
LAM.5.20,Why do you forget us continually; why do you abandon us for such a long time?.
LAM.5.21,"Return us, LORD, to yourself. Please let us return! Give us new days, like those long ago."
LAM.5.22,"unless you have completely rejected us, or have become too angry with us."
LAM.5.3,"We have become orphans, having no father; our mothers are like widows."
LAM.5.4,We drink our own water—but for a price; we gather our own wood—but pay for it.
LAM.5.5,"Our hunters have been at our necks; we are worn out, but have no rest."
LAM.5.6,"We held out a hand to Egypt and to Assyria, to get sufficient food."
LAM.5.7,"Our fathers have sinned and are gone, but we are burdened with their iniquities."
LAM.5.8,Slaves rule over us; there is no one to rescue us from their power.
LAM.5.9,We get our bread at the risk of our lives because of the desert heat.
LEV.1.1,Then the LORD called to Moses and said to him from the meeting tent.
LEV.1.10,If the offering is an entirely burned offering from the flock—whether sheep or goat—you must present a flawless male.
LEV.1.11,You must slaughter it on the north side of the altar before the LORD. Aarons sons the priests will toss its blood against every side of the altar.
LEV.1.12,"Once it has been cut into pieces, including the head and the fat, the priest will arrange these out on the wood that is on the altar fire."
LEV.1.13,"but its insides and lower legs must be washed with water. Then the priest will present all of it and completely burn it on the altar. It is an entirely burned offering, a food gift of soothing smell to the LORD."
LEV.1.14,"If the offering for the LORD is an entirely burned offering from the birds, you can present your offering from the doves or pigeons."
LEV.1.15,The priest will bring it to the altar. He will tear off its head and completely burn it on the altar. Its blood will be drained against the side of the altar.
LEV.1.16,"Then the priest will remove its throat along with its contents and throw it by the east side of the altar, into the place for the ashes."
LEV.1.17,"He will then tear the bird open by its wings, without splitting it. The priest will completely burn it on the altar, on the wood that is on the altar fire. It is an entirely burned offering, a food gift of soothing smell to the LORD."
LEV.1.2,"Speak to the Israelites and say to them: When any of you present a livestock offering to the LORD, you can present it from either the herd or the flock."
LEV.1.3,"If the offering is an entirely burned offering from the herd, you must present a flawless male, bringing it to the meeting tents entrance for its acceptance before the LORD."
LEV.1.4,"You must press your hand on the head of the entirely burned offering so that it will be accepted for you, to make reconciliation for you."
LEV.1.5,Then you will slaughter the bull before the LORD. Aarons sons the priests will present the blood and toss it against every side of the altar at the meeting tents entrance.
LEV.1.6,Then the entirely burned offering will be skinned and cut up into pieces.
LEV.1.7,The sons of Aaron the priest will light the altar and lay wood on the fire.
LEV.1.8,"Then Aarons sons the priests will arrange the pieces, the head, and the fat on the wood that is on the altar fire."
LEV.1.9,"but the animals insides and lower legs must be washed with water. The priest will then completely burn all of it on the altar as an entirely burned offering, a food gift of soothing smell to the LORD."
LEV.10.1,"Now Nadab and Abihu, two of Aarons sons, each took an incense pan. They put fire and incense on them and offered unauthorized fire before the LORD, which he had not commanded them."
LEV.10.10,"so that you can distinguish between the holy and the common, and between the unclean and the clean."
LEV.10.11,and so that you can teach the Israelites all the rules that the LORD spoke to them through Moses.
LEV.10.12,"Moses then told Aaron and his remaining sons, Eleazar and Ithamar, Take the grain offering that is left over from the LORDs food gifts and eat it unleavened next to the altar, because it is most holy."
LEV.10.13,"You must eat it in a holy place because it is your portion and your sons portion from the LORDs food gifts, as I have been commanded."
LEV.10.14,You must eat the breast for the uplifted offering and the thigh for the gift offering in a clean place—both you and your sons and daughters. These things are designated as your portion and your childrens portion from the Israelites communal sacrifices of well-being.
LEV.10.15,"The Israelites must bring the thigh for the gift and the breast for the uplifted offering along with the food gifts of the fat pieces, to be lifted up as an uplifted offering before the LORD. These will belong to both you and your children as a permanent portion, just as the LORD has commanded."
LEV.10.16,"Then Moses asked about the male goat for the purification offering, and discovered that it had already been burned. He was angry with Eleazar and Ithamar, Aarons remaining sons, and asked."
LEV.10.17,"Why didnt you eat the purification offering in the holy area? Its most holy, and it was assigned to you for bearing the communitys punishment by making reconciliation for them before the LORD."
LEV.10.18,"Since its blood wasnt brought into the sanctuarys interior, you were to have eaten it in the sanctuary, just as I was commanded."
LEV.10.19,"Look, Aaron said to Moses, today they offered their purification offerings and their entirely burned offerings before the LORD, but these things still happened to me! Would the LORD have approved if I had eaten a purification offering today."
LEV.10.2,"Then fire flew out from before the LORD and devoured them, and they died before the LORD."
LEV.10.20,"When Moses heard that, he approved."
LEV.10.3,"Moses said to Aaron, When the LORD said, I will show that I am holy among those near me, and before all the people I will manifest my glorious presence, this is what he meant! But Aaron was silent."
LEV.10.4,"Then Moses called Mishael and Elzaphan the sons of Uzziel, Aarons uncle, and told them, Go carry your relatives out from the front of the sanctuary to a place outside the camp."
LEV.10.5,"So they went forward and carried Nadab and Abihu out by their tunics to a place outside the camp, just as Moses had ordered."
LEV.10.6,"Moses then said to Aaron and his sons, Eleazar and Ithamar, Dont dishevel your hair and dont rip your clothes into pieces, or you will die and bring anger upon the whole community. Your family—all of Israels house—will mourn the burning the LORD has done."
LEV.10.7,"But you must not leave the meeting tent, or you will die because the LORDs anointing oil is on you. So they did what Moses ordered."
LEV.10.8,The LORD said to Aaron.
LEV.10.9,Both you and your sons must not drink wine or beer when you enter the meeting tent so that you dont die—this is a permanent rule throughout your future generations.
LEV.11.1,The LORD said to Moses and Aaron.
LEV.11.10,But anything in the seas or streams that does not have fins and scales—whether it be any of the swarming creatures in the water or any of the other living creatures in the water—is detestable to you.
LEV.11.11,"and must remain so. You must not eat their flesh, and you must detest their dead bodies."
LEV.11.12,Anything in the water that does not have fins or scales is detestable to you.
LEV.11.13,"Of the birds, the following are the ones you must detest—they must not be eaten; they are detestable: the eagle, the black vulture, the bearded vulture."
LEV.11.14,"the kite, any kind of falcon."
LEV.11.15,any kind of raven.
LEV.11.16,"the eagle owl, the short-eared owl, the long-eared owl, any kind of hawk."
LEV.11.17,"the tawny owl, the fisher owl, the screech owl."
LEV.11.18,"the white owl, the scops owl, the osprey."
LEV.11.19,"the stork, any kind of heron, the hoopoe, and the bat."
LEV.11.2,Say to the Israelites: These are the creatures that you are allowed to eat from the land animals.
LEV.11.20,Any flying insect that walks on four feet is detestable to you.
LEV.11.21,but you can eat four-footed flying insects that have jointed legs above their feet with which they hop on the ground.
LEV.11.22,"Of these you can eat the following: any kind of migrating locust, any kind of bald locust, any kind of cricket, and any kind of grasshopper."
LEV.11.23,But every other flying insect that has four feet is detestable to you.
LEV.11.24,You make yourself unclean by the following animals—whoever touches their dead bodies will be unclean until evening.
LEV.11.25,and anyone who carries any part of their dead bodies must wash their clothes and will be unclean until evening.
LEV.11.26,"All animals that have divided hoofs, but they are not completely split, and that do not rechew food are unclean for you—whoever touches them will be unclean."
LEV.11.27,"Of all the animals that walk on four feet, the ones that walk on their paws are unclean for you—anyone who touches their dead bodies will be unclean until evening."
LEV.11.28,Anyone who carries one of their dead bodies must wash their clothes and will be unclean until evening; these animals are unclean for you.
LEV.11.29,"The following are unclean for you among the small creatures that move about on the ground: the rat, the mouse, any kind of large lizard."
LEV.11.3,"You can eat any animal that has divided hoofs, completely split, and that rechews food."
LEV.11.30,"the gecko, the spotted lizard, the lizard, the skink, and the chameleon."
LEV.11.31,"Of all small moving creatures, these are unclean for you—anyone who touches them when they are dead will be unclean until evening."
LEV.11.32,"Moreover, anything on which one of these creatures falls when it is dead will be unclean, whether it is wood, cloth, skin, or funeral clothing—any such item that can be used to do work. It must be put into water and will be unclean until evening. Then it will be clean again."
LEV.11.33,"If any of these creatures fall into a pottery jar, everything inside it will be unclean; you must smash the pot."
LEV.11.34,"If water from such a jar gets on any edible food, it will be unclean; any drinkable beverage in such a jar will be unclean."
LEV.11.35,"Anything on which a part of these animals dead bodies might fall will be unclean. If it is an oven or stove, it must be destroyed; they are unclean for you and must remain that way."
LEV.11.36,"Now, a spring or cistern that collects water is clean, but anyone who touches one of these animals dead bodies in it will be unclean."
LEV.11.37,"If any part of these animals dead bodies falls on seed that is to be planted, the seed is still clean."
LEV.11.38,"But if water is poured on some seed and part of their dead bodies falls on it, it is unclean for you."
LEV.11.39,"If one of the animals that you are allowed to eat dies naturally, anyone who touches its dead body will be unclean until evening."
LEV.11.4,"But of animals that rechew food and have divided hoofs you must not eat the following: the camel—though it rechews food, it does not have divided hoofs, so it is unclean for you."
LEV.11.40,Anyone who eats from the dead body must wash their clothes and will be unclean until evening. Anyone who carries such a dead body must wash their clothes and will be unclean until evening.
LEV.11.41,Every creature that swarms on the earth is detestable; it must not be eaten.
LEV.11.42,"Among all such creatures that swarm on the earth, you must not eat anything that moves on its belly or anything that walks on four or more feet because they are detestable."
LEV.11.43,Do not make yourselves detestable by means of any swarming creatures. Do not make yourselves unclean with them or be made unclean by them.
LEV.11.44,"I am the LORD your God. You must keep yourselves holy and be holy, because I am holy. You must not make yourselves unclean by any swarming creature that crawls on the ground."
LEV.11.45,"I am the LORD, who brought you up from the land of Egypt to be your God. You must be holy, because I am holy."
LEV.11.46,"This concludes the Instruction concerning animals, birds, all creatures that live in water, and all the creatures that swarm on the earth."
LEV.11.47,in order to distinguish between the unclean and the clean and between creatures that can be eaten and those that cannot.
LEV.11.5,"the rock badger—though it rechews food, it does not have divided hoofs, so it is unclean for you."
LEV.11.6,"the hare—though it rechews food, it does not have divided hoofs, so it is unclean for you."
LEV.11.7,"the pig—though it has completely divided hoofs, it does not rechew food, so it is unclean for you."
LEV.11.8,You must not eat the flesh of these animals or touch their dead bodies; they are unclean for you.
LEV.11.9,"You are allowed to eat the following from all water animals: You may eat anything in the water that has fins and scales, whether in sea or stream."
LEV.12.1,The LORD said to Moses.
LEV.12.2,"Say to the Israelites: If a woman conceives a child and gives birth to a son, she will be unclean for seven days—just as she is during her menstrual period."
LEV.12.3,"On the eighth day, the flesh of the boys foreskin must be circumcised."
LEV.12.4,For thirty-three days the mother will be in a state of blood purification. She must not touch anything holy or enter the sacred area until her time of purification is completed.
LEV.12.5,"But if the woman gives birth to a daughter, she will be unclean for two weeks—just as she is during her menstrual period—and will be in a state of blood purification for sixty-six days."
LEV.12.6,"When the time of purification is complete, whether for a son or a daughter, the mother must bring a one-year-old lamb as an entirely burned offering and a pigeon or turtledove as a purification offering to the priest at the meeting tents entrance."
LEV.12.7,"The priest will present it before the LORD and make reconciliation for her. She will then be cleansed from her blood flow. This is the Instruction for any woman who has a child, male or female."
LEV.12.8,"But if the mother cannot afford a sheep, she can bring two turtledoves or two pigeons—one for the entirely burned offering and the other for the purification offering. The priest will then make reconciliation for her, and she will be clean."
LEV.13.1,The LORD said to Moses and Aaron.
LEV.13.10,"If the priest sees that there is a white swelling on the skin, it has turned the hair white, and there is a patch of raw flesh in the swelling."
LEV.13.11,"then it is a case of chronic skin disease on their skin. The priest will declare the person unclean. The priest will not quarantine such persons, because they are already unclean."
LEV.13.12,"But if the skin disease continues to break out so that the disease covers all of the infected persons skin from head to toe, as far as the priest can tell."
LEV.13.13,"then the priest will make an examination. If the skin disease has covered the persons whole body, the priest will declare the infected person clean. The person has turned entirely white; he is clean."
LEV.13.14,"But as soon as raw flesh appears in the swelling, they will be unclean."
LEV.13.15,"When the priest sees the raw flesh, he will declare the person unclean. Raw flesh is unclean; it is a case of skin disease."
LEV.13.16,"But if the raw flesh turns white again, the person will go back to the priest."
LEV.13.17,"The priest will examine it. If the infection has turned white, the priest will declare the infected person clean; at that point, the person is clean."
LEV.13.18,"Whenever someone has a boil on their skin, it heals."
LEV.13.19,"and in place of the boil there is a white swelling or reddish-white shiny spot, it must be shown to the priest."
LEV.13.2,"When a person has a swelling, a scab, or a shiny spot on their skin, and it becomes an infection of skin disease on their skin, they will be brought to the priests, either to Aaron or one of his sons."
LEV.13.20,"If the priest sees that it appears to be lower than the skin, and its hair has turned white, the priest will declare the person unclean. It is an infection of skin disease that has broken out in the boil."
LEV.13.21,"But if the priest examines it and there is no white hair in it, it is not lower than the skin, and it is faded, the priest will quarantine the person seven days."
LEV.13.22,"If it continues to spread over the skin, the priest will declare the person unclean; it is an infection."
LEV.13.23,"But if the shiny spot remains where it was and does not spread, it is just a scar from the boil. The priest will declare the person clean."
LEV.13.24,"Whenever there is a burn on someones skin, and the raw patch of the burn becomes a reddish-white or white shiny spot."
LEV.13.25,"the priest will examine it. If the hair has turned white in the shiny spot, and it appears to be deeper than the skin, it is a case of skin disease that has broken out in the burn. The priest will declare the person unclean; it is an infection of skin disease."
LEV.13.26,"But if the priest examines it, and there is no white hair in the shiny spot, it is not lower than the skin, and it is faded, the priest will quarantine the person seven days."
LEV.13.27,"On the seventh day the priest will again examine it. If it has continued to spread over the skin, the priest will declare the person unclean; it is an infection of skin disease."
LEV.13.28,"But if the shiny spot remains where it was, has not spread over the skin, and is faded, it is just swelling from the burn. The priest will declare the person clean, because it is just the scar from the burn."
LEV.13.29,"Whenever a man or woman has an infection, whether on the head or in the beard."
LEV.13.3,"The priest will examine the infection on the skin. If hair in the infected area has turned white and the infection appears to be deeper than the skin, then it is an infection of skin disease. Once the priest sees this, he will declare the person unclean."
LEV.13.30,"the priest will examine it. If it appears to be deeper than the skin, and there is thin yellow hair in it, the priest will declare the person unclean; it is a case of scabies—a skin disease of the head or beard."
LEV.13.31,"When the priest examines the scabies infection, if it does not appear to be deeper than the skin, but there is no black hair in it, the priest will quarantine the person with the scabies infection for seven days."
LEV.13.32,"On the seventh day the priest will examine the infection again. If the scabies has not spread, there is no yellow hair in it, and it does not appear to be deeper than the skin."
LEV.13.33,"the person must shave the area, without shaving the scabies. The priest will then quarantine that person another seven days."
